_id,AÑO,CVE_ENT,ENTIDAD,CULTIVO,VARIEDAD,UNIDAD_MEDIDA,TIPO_TECNOLOGIA,TIPO_PRODUCCION,TIPO_MERCADO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO_MEDIO_RURAL,VALOR_PRODUCCION
91440,2018,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,405671.38,398700.92,6970.46,1669285.12,4.19,3937.51,6572822940
91591,2018,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,479766.45,471569.1,8197.35,1265381.68,2.68,4179.85,5289109720
91728,2018,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,230105.09,221728.23,8376.86,711589.95,3.21,3886.92,2765894410
91888,2018,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,456113.76,456113.76,0,3020504.6,6.62,3928.96,11867429870
92080,2018,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,477493.15,469102.25,8390.9,1858986.49,3.96,3834.16,7127655220
92282,2018,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,442185.54,433105.64,9079.9,1885439.85,4.35,3871.76,7299965880
92430,2018,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24863.3,24863.3,0,96450.16,3.88,3745.28,361232480
92559,2018,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,27298.5,25496.75,1801.75,105784.87,4.15,3795.06,401459500
92654,2018,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,58825.2,57931.2,894,46644.76,0.81,3957.55,184598940
92759,2018,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,513499.09,499266.09,14233,704260.66,1.41,3899.94,2746576150
92954,2018,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,505654.8,502776.8,2878,978291.88,1.95,3873.96,3789865210
93087,2018,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,100482.5,97238.5,3244,256752.06,2.64,3780.47,970644410
93130,2018,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,67128.1,67128.1,0,70268.59,1.05,4269.5,300011640
93245,2018,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,204344.9,112501.71,91843.19,132871.83,1.18,3912.75,519893870
93375,2018,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,521399.85,520740.85,659,5783430.88,11.11,3856.58,22304264420
93550,2018,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,50497.45,50497.45,0,546752.33,10.83,3424.11,1872141150
93660,2018,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,81703,78666.5,3036.5,150020.32,1.91,3986.61,598072720
93745,2018,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,79702.72,59643.34,20059.38,208206.5,3.49,3671.84,764501010
93843,2018,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,135212,134782,430,362022.93,2.69,3493.16,1264604150
93943,2018,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,570418,549184.75,21233.25,1234572.12,2.25,4050.93,5001170190
94046,2018,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89581.72,89040.82,540.9,105955.8,1.19,4183.77,443294910
94160,2018,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,181974,179725,2249,337706.15,1.88,4004.41,1352314080
94248,2019,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32041,20534,11507,63713.52,3.1,4333.87,276126170
94374,2019,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,709.91,709.91,0,8598.39,12.11,4286.83,36859800
94507,2019,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6800.75,6800.75,0,61843.93,9.09,4048.28,250361650
94584,2019,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,156254.5,153103,3151.5,405328.31,2.65,3946.13,1599477080
94652,2019,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,19103,14242,4861,17545.07,1.23,3659.02,64197760
94731,2019,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12593.27,12593.27,0,51075.24,4.06,3788.31,193488640
94822,2019,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,596903.4,579893.38,17010.02,1111102.76,1.92,3811.58,4235058380
94921,2019,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,61375.42,61325.42,50,152798.34,2.49,3911.03,597598860
95012,2019,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3484.13,3404.13,80,3990.42,1.17,5204.72,20769010
95108,2019,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,105596.71,102912.71,2684,257649.12,2.5,4564.61,1176067070
95251,2019,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,392133.48,372627.48,19506,1671611.15,4.49,3680.45,6152286260
95412,2019,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,489514,451479.71,38034.29,1286314.01,2.85,4330.45,5570319150
95547,2019,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,231443.88,193921.72,37522.16,601252.36,3.1,4226.54,2541215080
95706,2019,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,450988.65,450988.65,0,2912575.59,6.46,4349.69,12668803240
95897,2019,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,456782.8,451364.43,5418.37,1823741.98,4.04,3663.6,6681464630
96099,2019,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,422564.91,398351.91,24213,1843233.91,4.63,3971.64,7320661270
96242,2019,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23902.3,23902.3,0,101704.42,4.26,3686.9,374974300
96368,2019,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24375,24351,24,102157.46,4.2,4784.41,488762900
96451,2019,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,61813.84,61673.84,140,59461.52,0.96,4750.38,282464900
96559,2019,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,497732.21,463265.71,34466.5,633798.37,1.37,4122.56,2612869270
96752,2019,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,523536.49,508393.82,15142.67,1005356.43,1.98,4088.2,4110102570
96883,2019,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89997.76,67329.92,22667.84,221990.07,3.3,3807.38,845200840
96929,2019,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54206.12,34074.46,20131.66,22084.15,0.65,4110.61,90779430
97040,2019,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,120073.1,50355.56,69717.54,86912.42,1.73,4252.51,369595820
97185,2019,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,551132.09,550287.68,844.41,6377593.86,11.59,3650.97,23284394480
97349,2019,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,63400.66,62007.86,1392.8,692412.19,11.17,3613.23,2501842550
97453,2019,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,82265,77179.5,5085.5,146997.43,1.9,3998.79,587812320
97537,2019,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,76924.48,62681.98,14242.5,267086.43,4.26,3554.55,949372450
97633,2019,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,104782.27,104566.27,216,309754.25,2.96,3170.45,982059360
97733,2019,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,574332.8,510627.49,63705.31,1113138.53,2.18,4234.28,4713344010
97834,2019,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,105716.06,103965.07,1750.99,137503.88,1.32,4562.62,627378140
97945,2019,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,136141,88337.4,47803.6,267096.17,3.02,4122.96,1101227850
98019,2020,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,39953,39953,0,74004.13,1.85,3641.69,269500270
98093,2020,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1488.75,1488.75,0,16767.8,11.26,4492.17,75323850
98170,2020,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4884,4813,71,41055.88,8.53,3968.64,162936030
98222,2020,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,163976,162670,1306,456089.33,2.8,4159.94,1897303130
98267,2020,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25127,25127,0,21614.77,0.86,3616.71,78174300
98325,2020,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11669.5,11669.5,0,49707.09,4.26,3951.88,196436390
98394,2020,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,598149.59,595397.44,2752.15,1109619.15,1.86,4258.33,4725129900
98466,2020,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,73176.1,27580.1,45596,130209.21,4.72,4137.95,538799730
98507,2020,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3413.7,3413.7,0,4495.92,1.32,5180.42,23290740
98576,2020,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,139247.8,135435.8,3812,119026.27,0.88,3954.33,470668570
98669,2020,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,389506.75,383441.75,6065,1723360.82,4.49,4537.87,7820381710
98777,2020,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,495002.7,493466.7,1536,1416255.44,2.87,4361.81,6177439000
98862,2020,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,225287.05,208738.11,16548.94,624235.4,2.99,4378.93,2733485240
98971,2020,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,466581.43,466581.43,0,3090262.09,6.62,4378.89,13531930480
99086,2020,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,475369.87,460880.87,14489,1741667.38,3.78,4632.47,8068213480
99204,2020,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,444830.73,444830.73,0,1948716.49,4.38,4438.47,8649313250
99289,2020,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25165.04,25165.04,0,103144.41,4.1,3673.42,378893150
99369,2020,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25672,25667,5,108914.62,4.24,4488.99,488916790
99428,2020,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,59710.4,54145.4,5565,52872.55,0.98,4640.2,245339210
99506,2020,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,511945.71,511178.38,767.33,729406.04,1.43,4215.46,3074779710
99622,2020,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,505815.49,505815.49,0,1022407.81,2.02,4160.51,4253735429
99712,2020,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,92099.09,72732.09,19367,207778.92,2.86,4074.5,846594530
99746,2020,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,57361,39368.5,17992.5,45044.54,1.14,4879.38,219789270
99823,2020,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,226923.83,167261.71,59662.12,179951.08,1.08,4702.28,846181080
99927,2020,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,566316.38,562088.77,4227.61,6209518.97,11.05,3702.16,22988654910
100043,2020,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,55714.49,54484.19,1230.3,634400.19,11.64,3744.47,2375494860
100120,2020,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88671,78032.75,10638.25,149737.65,1.92,4006.72,599957470
100187,2020,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,114912.65,88744.15,26168.5,243945.39,2.75,4108.66,1002288690
100245,2020,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,129076,128651,425,340470.05,2.65,3497.91,1190934180
100305,2020,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,586174.99,583270.49,2904.5,1290602.32,2.21,4477.88,5779159590
100363,2020,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,100922.96,65624.43,35298.53,95157.1,1.45,4547.87,432762110
100445,2020,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,196235.5,185140.5,11095,416054.02,2.25,4866.22,2024608740
100508,2021,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,40039,40039,0,73513.37,1.84,3635.29,267242650
100576,2021,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,2069,2069,0,23670.21,11.44,5250.95,124291090
100652,2021,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5587.5,5587.5,0,29282.33,5.24,3974.13,116371840
100702,2021,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,140044,139353,691,344891.61,2.47,5831.82,2011345230
100745,2021,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25330.2,25330.2,0,22869.48,0.9,4138.16,94637670
100805,2021,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12224.61,12224.61,0,51557.66,4.22,4198.11,216444930
100877,2021,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,596783.52,595093.52,1690,1136586.73,1.91,4468.68,5079037230
100951,2021,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,47530.7,47530.7,0,81092.56,1.71,5599.84,454105620
100996,2021,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3410,3410,0,4200.13,1.23,5258.92,22088130
101062,2021,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110191.25,107890.25,2301,265209.5,2.46,5617.01,1489683590
101155,2021,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,395788.5,394653.5,1135,1881165.14,4.77,5991.67,11271313430
101266,2021,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,505838.98,505053.98,785,1457188.17,2.89,4676.24,6814155910
101351,2021,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,210232.8,201342.55,8890.25,617696.87,3.07,4459.69,2754733670
101459,2021,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,459706.75,457161.75,2545,3091895.96,6.76,5779.11,17868411960
101575,2021,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,467593.75,467593.75,0,1868710.52,4,6141.69,11477034240
101696,2021,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,443665.25,443665.25,0,1788203.12,4.03,5101.6,9122696120
101781,2021,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24983.5,24983.5,0,100694.05,4.03,3830.79,385737750
101862,2021,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23375,23375,0,103636.13,4.43,6077.59,629857770
101915,2021,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54466,50878,3588,53546.6,1.05,4150.28,222233390
101987,2021,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,514551.62,514551.62,0,758714.06,1.47,4256.61,3229547200
102105,2021,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,499391.9,483766.9,15625,1111872.9,2.3,5440.11,6048716330
102196,2021,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,96610.9,87560.9,9050,222324.99,2.54,5430.35,1207301800
102231,2021,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54320,54320,0,50347.76,0.93,5296.98,266691070
102313,2021,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,246781.11,203318.55,43462.56,236455.64,1.16,5709.26,1349987470
102426,2021,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,481385.54,481133.54,252,5453336.91,11.33,5968.93,32550595310
102546,2021,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,69824.5,69824.5,0,788867.77,11.3,5035.59,3972416970
102619,2021,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89803,87099,2704,169900.15,1.95,4503.36,765120810
102682,2021,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,92844.3,79004.3,13840,210369.53,2.66,5210.8,1096194360
102740,2021,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,119303,119303,0,353029.02,2.96,3516.14,1241298200
102801,2021,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,594122.78,558850.78,35272,1285497.17,2.3,4494.97,5778272750
102861,2021,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,102140.62,97782.15,4358.47,132986.21,1.36,4575.11,608426620
102944,2021,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,195724.46,195615.46,109,466509.21,2.38,5842,2725347020
103021,2022,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28765,28765,0,70886.55,2.46,4440.81,314794050
103155,2022,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1469.5,1469.5,0,16460.37,11.2,5215,85840800
103315,2022,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5679,5679,0,45573.35,8.02,3966.65,180773420
103395,2022,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,144187.2,139030.8,5156.4,336900.39,2.42,6787.1,2286577900
103464,2022,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,15457,15207,250,16395.73,1.08,5542.42,90872030
103550,2022,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11365.1,11365.1,0,49653.35,4.37,5593.86,277753840
103643,2022,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,593066.15,593066.15,0,1221861.47,2.06,4826.07,5896793580
103743,2022,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,42165,42145,20,81224.02,1.93,6938.09,563539280
103834,2022,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3463,3463,0,4954.9,1.43,5561.64,27557360
103930,2022,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,83182.87,80534.3,2648.57,261506.64,3.25,6846.42,1790383380
104072,2022,11,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,368021,368021,0,1850520.24,5.03,7450.91,13788068130
104231,2022,12,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,509365.6,509365.6,0,1483451.64,2.91,5049.21,7490255820
104362,2022,13,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,211012.39,204496.98,6515.41,603376.91,2.95,7066.28,4263630120
104519,2022,14,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,449102.15,448677.15,425,3192743.93,7.12,7000.95,22352253330
104718,2022,15,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,448835.36,443975.36,4860,1716289.28,3.87,7729.06,13265295350
104933,2022,16,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,458568.7,458568.7,0,1983973.22,4.33,6786.29,13463821390
105080,2022,17,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25120,25120,0,124756.4,4.97,6000.95,748656770
105213,2022,18,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24966.45,23542.45,1424,111617.38,4.74,7021.42,783712870
105300,2022,19,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,34751.8,26330.8,8421,31605.46,1.2,5052.41,159683630
105407,2022,20,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,519494.8,519271.8,223,770846.94,1.48,4919.33,3792047880
105606,2022,21,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,456797.17,450836.17,5961,698134.95,1.55,6185.41,4318249180
105744,2022,22,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,64233.42,51140.42,13093,206628.6,4.04,6673.34,1378903480
105791,2022,23,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,55478,55478,0,49597.7,0.89,6964.8,345438310
105904,2022,24,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,153403,132302,21101,159347.17,1.2,6617.23,1054437260
106068,2022,25,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,448619.89,448619.89,0,5222894.85,11.64,6775.08,35385522190
106244,2022,26,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,17716,17709,7,180855.83,10.21,6636.09,1200175820
106359,2022,27,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88430,85809,2621,169173.66,1.97,4557.25,770967120
106437,2022,28,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,78234.28,61471.63,16762.65,204437.92,3.33,6892.25,1409038220
106535,2022,29,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,119173,119173,0,361413.41,3.03,5803.95,2097626220
106637,2022,30,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,599790,599360,430,1353531.25,2.26,4745.82,6423612740
106739,2022,31,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,102018.04,102018.04,0,142707.97,1.4,4904.41,699897770
106856,2022,32,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,164803.13,161531.95,3271.18,368643.26,2.28,7202.06,2654989930
106951,2023,1,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,9915,7243,2672,51930.81,7.17,4637.36,240821950
107099,2023,2,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1438.2,1438.2,0,17241.38,11.99,6104.84,105255890
107268,2023,3,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5337.25,5337.25,0,34125,6.39,3915.6,133619720
107349,2023,4,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,157552,157552,0,471604.33,2.99,7124.57,3359978360
107419,2023,5,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,15456,7395,8061,13627.25,1.84,5860.52,79862790
107508,2023,6,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12340.38,9988.38,2352,39615.42,3.97,5919.22,234492280
107602,2023,7,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,594643.69,594643.69,0,1173023.89,1.97,5134.56,6022957880
107714,2023,8,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,78677.6,48841.1,29836.5,78450.32,1.61,6855.42,537810210
107811,2023,9,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3341,3223,118,4379.98,1.36,6419.59,28117670
107919,2023,10,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,102383.75,72226.25,30157.5,336916.73,4.66,7091.87,2389371270
